IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.27.41.100,4,4,0.00,234.57,0.00
104.24.86.21,4,4,0.00,234.66,0.00
104.25.171.174,4,4,0.00,234.67,0.00
104.20.179.131,4,4,0.00,234.69,0.00
104.24.177.154,4,4,0.00,234.74,0.00
104.23.109.26,4,4,0.00,234.91,0.00
104.20.206.173,4,4,0.00,235.28,0.00
104.20.111.172,4,4,0.00,235.42,0.00
104.25.5.33,4,4,0.00,235.55,0.00
104.24.24.231,4,4,0.00,235.64,0.00
104.20.31.233,4,4,0.00,235.97,0.00
104.20.202.69,4,4,0.00,236.06,0.00
104.27.51.185,4,4,0.00,236.94,0.00
104.23.104.243,4,4,0.00,237.15,0.00
104.27.90.230,4,4,0.00,237.66,0.00
104.25.132.243,4,4,0.00,237.69,0.00
104.24.129.63,4,4,0.00,237.88,0.00
104.24.138.59,4,4,0.00,238.07,0.00
104.24.38.30,4,4,0.00,238.23,0.00
104.20.185.71,4,4,0.00,238.72,0.00
104.24.25.242,4,4,0.00,239.42,0.00
104.20.165.117,4,4,0.00,240.44,0.00
104.20.121.52,4,4,0.00,243.58,0.00
104.24.223.220,4,4,0.00,252.14,0.00
104.27.7.124,4,4,0.00,255.75,0.00
104.19.107.237,4,3,0.25,151.36,0.00
104.18.11.32,4,3,0.25,152.09,0.00
104.18.188.35,4,3,0.25,152.10,0.00
104.16.232.212,4,3,0.25,152.68,0.00
104.18.0.55,4,3,0.25,153.04,0.00
104.19.69.186,4,3,0.25,153.73,0.00
104.18.196.92,4,3,0.25,153.82,0.00
104.19.82.60,4,3,0.25,154.10,0.00
104.17.16.176,4,3,0.25,154.43,0.00
104.17.11.1,4,3,0.25,154.87,0.00
104.18.193.24,4,3,0.25,154.96,0.00
104.19.208.205,4,3,0.25,155.34,0.00
104.19.44.5,4,3,0.25,155.37,0.00
104.17.107.119,4,3,0.25,155.70,0.00
104.18.220.35,4,3,0.25,156.42,0.00
104.19.223.168,4,3,0.25,156.99,0.00
104.18.176.109,4,3,0.25,157.22,0.00
104.17.95.46,4,3,0.25,157.30,0.00
104.17.45.98,4,3,0.25,157.40,0.00
104.18.68.169,4,3,0.25,158.13,0.00
104.17.239.134,4,3,0.25,158.33,0.00
104.19.35.149,4,3,0.25,158.40,0.00
104.19.194.236,4,3,0.25,158.47,0.00
104.19.197.60,4,3,0.25,158.52,0.00
104.18.38.209,4,3,0.25,158.61,0.00
104.19.37.52,4,3,0.25,158.70,0.00
104.19.40.121,4,3,0.25,158.94,0.00
104.18.162.198,4,3,0.25,159.19,0.00
104.17.98.161,4,3,0.25,159.28,0.00
104.19.46.201,4,3,0.25,159.36,0.00
104.17.19.97,4,3,0.25,159.49,0.00
104.18.112.208,4,3,0.25,159.67,0.00
104.19.43.212,4,3,0.25,159.81,0.00
104.17.229.215,4,3,0.25,159.91,0.00
104.19.47.75,4,3,0.25,159.95,0.00
104.19.64.155,4,3,0.25,159.96,0.00
104.17.243.249,4,3,0.25,160.19,0.00
104.17.236.183,4,3,0.25,160.22,0.00
104.17.88.44,4,3,0.25,160.34,0.00
104.19.45.199,4,3,0.25,160.38,0.00
104.17.120.157,4,3,0.25,160.62,0.00
104.19.195.95,4,3,0.25,160.63,0.00
104.17.228.98,4,3,0.25,160.90,0.00
104.18.187.175,4,3,0.25,161.26,0.00
104.18.195.103,4,3,0.25,161.68,0.00
104.18.209.175,4,3,0.25,161.76,0.00
104.17.84.7,4,3,0.25,161.94,0.00
104.17.50.142,4,3,0.25,161.99,0.00
104.18.30.179,4,3,0.25,162.05,0.00
104.17.235.113,4,3,0.25,162.07,0.00
104.18.27.107,4,3,0.25,162.15,0.00
104.17.246.99,4,3,0.25,162.24,0.00
104.19.50.70,4,3,0.25,162.29,0.00
104.19.104.76,4,3,0.25,162.42,0.00
104.19.41.22,4,3,0.25,162.46,0.00
104.18.91.209,4,3,0.25,162.47,0.00
104.21.235.123,4,3,0.25,162.49,0.00
104.17.242.254,4,3,0.25,162.54,0.00
104.19.129.192,4,3,0.25,162.60,0.00
104.21.226.218,4,3,0.25,162.66,0.00
104.19.196.78,4,3,0.25,162.74,0.00
104.17.103.83,4,3,0.25,162.78,0.00
104.17.232.71,4,3,0.25,162.81,0.00
104.19.54.142,4,3,0.25,163.07,0.00
104.19.131.161,4,3,0.25,163.11,0.00
104.18.237.35,4,3,0.25,163.24,0.00
104.17.58.119,4,3,0.25,163.42,0.00
104.19.108.252,4,3,0.25,163.49,0.00
104.19.36.142,4,3,0.25,163.61,0.00
104.18.194.226,4,3,0.25,163.75,0.00
104.17.238.65,4,3,0.25,163.82,0.00
104.19.60.233,4,3,0.25,163.85,0.00
104.16.227.111,4,3,0.25,164.04,0.00
104.18.98.69,4,3,0.25,164.08,0.00
104.19.67.248,4,3,0.25,164.12,0.00
104.18.192.202,4,3,0.25,164.20,0.00
104.19.87.153,4,3,0.25,164.23,0.00
104.19.39.122,4,3,0.25,164.25,0.00
104.17.22.173,4,3,0.25,164.28,0.00
104.16.223.209,4,3,0.25,164.41,0.00
104.17.116.186,4,3,0.25,164.41,0.00
104.18.24.171,4,3,0.25,164.43,0.00
104.22.23.137,4,3,0.25,164.49,0.00
104.18.144.128,4,3,0.25,165.02,0.00
104.18.175.140,4,3,0.25,165.15,0.00
104.18.87.67,4,3,0.25,165.52,0.00
104.19.228.136,4,3,0.25,166.32,0.00
104.19.198.113,4,3,0.25,166.52,0.00
104.17.234.130,4,3,0.25,167.28,0.00
104.16.190.183,4,3,0.25,167.36,0.00
104.17.153.98,4,3,0.25,167.43,0.00
104.18.210.91,4,3,0.25,167.47,0.00
104.17.202.166,4,3,0.25,167.82,0.00
104.17.241.188,4,3,0.25,168.26,0.00
104.18.212.193,4,3,0.25,168.69,0.00
104.19.230.123,4,3,0.25,168.99,0.00
104.17.230.131,4,3,0.25,169.11,0.00
104.16.212.222,4,3,0.25,169.34,0.00
104.19.109.198,4,3,0.25,169.57,0.00
104.16.231.60,4,3,0.25,169.67,0.00
104.17.158.91,4,3,0.25,169.79,0.00
104.17.212.110,4,3,0.25,169.79,0.00
104.16.218.119,4,3,0.25,169.98,0.00
104.17.237.144,4,3,0.25,170.21,0.00
104.19.117.25,4,3,0.25,171.61,0.00
104.19.145.95,4,3,0.25,172.11,0.00
104.16.181.209,4,3,0.25,172.41,0.00
104.19.31.168,4,3,0.25,173.35,0.00
104.19.200.90,4,3,0.25,173.66,0.00
104.17.89.243,4,3,0.25,173.77,0.00
104.18.169.208,4,3,0.25,174.51,0.00
104.19.163.110,4,3,0.25,174.66,0.00
104.17.27.70,4,3,0.25,174.94,0.00
104.18.62.219,4,3,0.25,175.32,0.00
104.19.161.184,4,3,0.25,175.36,0.00
104.17.20.164,4,3,0.25,175.44,0.00
104.19.164.50,4,3,0.25,175.74,0.00
104.18.66.214,4,3,0.25,175.75,0.00
104.16.139.232,4,3,0.25,176.61,0.00
104.16.217.140,4,3,0.25,176.66,0.00
104.16.166.17,4,3,0.25,176.85,0.00
104.18.186.197,4,3,0.25,176.96,0.00
104.18.134.52,4,3,0.25,176.97,0.00
104.16.126.37,4,3,0.25,178.53,0.00
104.17.187.63,4,3,0.25,179.47,0.00
104.17.222.17,4,3,0.25,180.41,0.00
104.18.191.31,4,3,0.25,181.14,0.00
104.19.38.93,4,3,0.25,181.40,0.00
104.19.68.109,4,3,0.25,182.13,0.00
104.18.103.42,4,3,0.25,184.57,0.00
104.19.126.204,4,3,0.25,184.75,0.00
104.16.177.48,4,3,0.25,189.60,0.00
104.16.70.131,4,3,0.25,190.40,0.00
104.21.113.229,4,3,0.25,192.51,0.00
104.16.90.68,4,3,0.25,195.37,0.00
104.21.192.158,4,3,0.25,196.48,0.00
104.16.26.178,4,3,0.25,198.51,0.00
104.21.40.63,4,3,0.25,201.74,0.00
104.16.113.219,4,3,0.25,202.09,0.00
104.21.112.165,4,3,0.25,204.02,0.00
104.21.86.173,4,3,0.25,205.04,0.00
104.21.37.83,4,3,0.25,205.66,0.00
104.21.64.23,4,3,0.25,205.80,0.00
104.16.103.27,4,3,0.25,207.38,0.00
104.21.208.17,4,3,0.25,207.94,0.00
104.21.100.189,4,3,0.25,208.10,0.00
104.21.81.178,4,3,0.25,208.24,0.00
104.21.71.218,4,3,0.25,209.02,0.00
104.21.213.138,4,3,0.25,209.26,0.00
104.21.220.34,4,3,0.25,211.00,0.00
104.21.18.21,4,3,0.25,211.14,0.00
104.21.39.117,4,3,0.25,211.30,0.00
104.21.222.239,4,3,0.25,212.16,0.00
104.21.204.85,4,3,0.25,212.34,0.00
104.21.200.105,4,3,0.25,212.67,0.00
104.24.239.125,4,3,0.25,212.95,0.00
104.21.218.5,4,3,0.25,213.05,0.00
104.21.57.42,4,3,0.25,213.17,0.00
104.25.198.7,4,3,0.25,213.76,0.00
104.21.122.166,4,3,0.25,213.91,0.00
104.21.103.72,4,3,0.25,214.11,0.00
104.16.154.53,4,3,0.25,215.22,0.00
104.20.57.244,4,3,0.25,215.36,0.00
104.20.233.177,4,3,0.25,215.42,0.00
104.21.106.194,4,3,0.25,216.05,0.00
104.25.178.36,4,3,0.25,216.07,0.00
104.21.75.25,4,3,0.25,216.10,0.00
104.25.205.14,4,3,0.25,216.17,0.00
104.21.115.84,4,3,0.25,216.40,0.00
104.21.41.233,4,3,0.25,217.01,0.00
104.25.195.155,4,3,0.25,217.15,0.00
104.20.249.8,4,3,0.25,217.17,0.00
104.27.68.207,4,3,0.25,217.25,0.00
104.20.68.167,4,3,0.25,217.30,0.00
104.25.239.23,4,3,0.25,217.32,0.00
104.20.113.81,4,3,0.25,217.65,0.00
104.27.23.65,4,3,0.25,218.22,0.00
104.24.248.78,4,3,0.25,218.55,0.00
104.25.220.59,4,3,0.25,218.76,0.00
104.25.254.244,4,3,0.25,218.92,0.00
104.20.122.82,4,3,0.25,219.22,0.00
104.25.231.107,4,3,0.25,219.32,0.00
104.25.204.209,4,3,0.25,219.32,0.00
104.22.79.228,4,3,0.25,219.42,0.00
104.27.88.91,4,3,0.25,219.48,0.00
104.20.192.100,4,3,0.25,219.55,0.00
104.25.251.239,4,3,0.25,219.63,0.00
104.27.198.237,4,3,0.25,219.96,0.00
104.27.105.31,4,3,0.25,220.06,0.00
104.25.61.208,4,3,0.25,220.27,0.00
104.24.36.201,4,3,0.25,220.30,0.00
104.27.196.48,4,3,0.25,220.57,0.00
104.25.62.88,4,3,0.25,220.74,0.00
104.24.19.17,4,3,0.25,220.82,0.00
104.20.103.115,4,3,0.25,220.84,0.00
104.22.8.240,4,3,0.25,220.87,0.00
104.20.28.168,4,3,0.25,220.92,0.00
104.25.11.70,4,3,0.25,221.07,0.00
104.25.248.19,4,3,0.25,221.28,0.00
104.20.112.158,4,3,0.25,221.33,0.00
104.25.123.184,4,3,0.25,221.57,0.00
104.24.44.235,4,3,0.25,221.62,0.00
104.24.182.182,4,3,0.25,221.62,0.00
104.22.41.153,4,3,0.25,221.74,0.00
104.25.92.243,4,3,0.25,222.10,0.00
104.27.97.164,4,3,0.25,222.20,0.00
104.27.205.111,4,3,0.25,222.31,0.00
104.24.45.184,4,3,0.25,222.36,0.00
104.27.21.112,4,3,0.25,222.38,0.00
104.25.200.13,4,3,0.25,222.43,0.00
104.25.229.171,4,3,0.25,222.56,0.00
104.22.44.226,4,3,0.25,222.72,0.00
104.25.93.126,4,3,0.25,222.92,0.00
104.24.203.174,4,3,0.25,222.97,0.00
104.27.98.241,4,3,0.25,223.08,0.00
104.20.240.42,4,3,0.25,223.27,0.00
104.24.136.198,4,3,0.25,223.44,0.00
104.25.193.116,4,3,0.25,223.73,0.00
104.24.232.207,4,3,0.25,223.94,0.00
104.25.224.28,4,3,0.25,224.00,0.00
104.22.5.172,4,3,0.25,224.02,0.00
104.25.118.78,4,3,0.25,224.03,0.00
104.27.50.210,4,3,0.25,224.04,0.00
104.27.80.222,4,3,0.25,224.38,0.00
104.27.64.63,4,3,0.25,224.44,0.00
104.25.55.167,4,3,0.25,224.47,0.00
104.20.171.20,4,3,0.25,224.63,0.00
104.25.59.36,4,3,0.25,224.63,0.00
104.24.77.203,4,3,0.25,224.85,0.00
104.20.73.126,4,3,0.25,224.91,0.00
104.27.101.70,4,3,0.25,225.18,0.00
104.24.41.223,4,3,0.25,225.31,0.00
104.25.19.37,4,3,0.25,225.47,0.00
104.24.65.116,4,3,0.25,225.62,0.00
104.20.101.218,4,3,0.25,225.65,0.00
104.24.131.100,4,3,0.25,225.66,0.00
104.22.71.10,4,3,0.25,225.75,0.00
104.25.41.240,4,3,0.25,225.82,0.00
104.23.138.159,4,3,0.25,226.00,0.00
104.20.128.101,4,3,0.25,226.07,0.00
104.25.164.156,4,3,0.25,226.10,0.00
104.20.86.0,4,3,0.25,226.15,0.00
104.23.127.4,4,3,0.25,226.22,0.00
104.25.131.119,4,3,0.25,226.34,0.00
104.27.197.213,4,3,0.25,226.45,0.00
104.25.228.190,4,3,0.25,226.56,0.00
104.25.211.248,4,3,0.25,226.59,0.00
104.25.115.119,4,3,0.25,226.64,0.00
104.25.1.161,4,3,0.25,226.73,0.00
104.24.1.133,4,3,0.25,226.74,0.00
104.20.160.237,4,3,0.25,226.84,0.00
104.22.43.54,4,3,0.25,227.04,0.00
104.25.119.125,4,3,0.25,227.12,0.00
104.27.195.136,4,3,0.25,227.16,0.00
104.25.48.153,4,3,0.25,227.23,0.00
104.24.152.8,4,3,0.25,227.26,0.00
104.20.55.29,4,3,0.25,227.47,0.00
104.27.199.249,4,3,0.25,227.50,0.00
104.20.221.155,4,3,0.25,227.56,0.00
104.25.225.67,4,3,0.25,227.60,0.00
104.25.94.52,4,3,0.25,227.61,0.00
104.24.85.211,4,3,0.25,227.62,0.00
104.25.73.104,4,3,0.25,227.66,0.00
104.20.102.219,4,3,0.25,227.69,0.00
104.24.189.31,4,3,0.25,227.77,0.00
104.24.156.9,4,3,0.25,227.96,0.00
104.27.18.173,4,3,0.25,227.99,0.00
104.27.83.119,4,3,0.25,228.03,0.00
104.24.26.253,4,3,0.25,228.15,0.00
104.23.101.6,4,3,0.25,228.46,0.00
104.24.230.99,4,3,0.25,228.49,0.00
104.27.202.42,4,3,0.25,228.54,0.00
104.27.103.13,4,3,0.25,228.56,0.00
104.24.237.28,4,3,0.25,228.58,0.00
104.25.212.5,4,3,0.25,228.65,0.00
104.24.176.4,4,3,0.25,228.73,0.00
104.25.124.246,4,3,0.25,228.77,0.00
104.20.97.79,4,3,0.25,228.83,0.00
104.23.103.42,4,3,0.25,229.05,0.00
104.25.125.78,4,3,0.25,229.05,0.00
104.24.42.243,4,3,0.25,229.06,0.00
104.24.220.211,4,3,0.25,229.08,0.00
104.24.178.199,4,3,0.25,229.50,0.00
104.25.71.13,4,3,0.25,229.60,0.00
104.20.172.166,4,3,0.25,229.73,0.00
104.27.4.165,4,3,0.25,229.76,0.00
104.24.83.246,4,3,0.25,229.81,0.00
104.24.195.242,4,3,0.25,229.81,0.00
104.27.87.143,4,3,0.25,229.89,0.00
104.27.127.230,4,3,0.25,230.16,0.00
104.25.223.74,4,3,0.25,230.17,0.00
104.27.200.209,4,3,0.25,230.21,0.00
104.25.31.140,4,3,0.25,230.22,0.00
104.22.77.200,4,3,0.25,230.26,0.00
104.25.126.147,4,3,0.25,230.28,0.00
104.23.131.74,4,3,0.25,230.33,0.00
104.24.219.70,4,3,0.25,230.38,0.00
104.27.57.173,4,3,0.25,230.52,0.00
104.27.204.208,4,3,0.25,230.54,0.00
104.24.162.83,4,3,0.25,231.00,0.00
104.27.79.233,4,3,0.25,231.11,0.00
104.24.61.29,4,3,0.25,231.20,0.00
104.24.134.22,4,3,0.25,231.36,0.00
104.24.133.67,4,3,0.25,231.36,0.00
104.24.252.39,4,3,0.25,231.40,0.00
104.20.180.107,4,3,0.25,231.71,0.00
104.24.43.26,4,3,0.25,231.78,0.00
104.24.242.194,4,3,0.25,231.84,0.00
104.25.116.35,4,3,0.25,232.08,0.00
104.27.109.188,4,3,0.25,232.14,0.00
104.20.107.201,4,3,0.25,232.34,0.00
104.27.58.94,4,3,0.25,232.38,0.00
104.25.58.177,4,3,0.25,232.41,0.00
104.25.144.145,4,3,0.25,232.45,0.00
104.20.92.218,4,3,0.25,232.48,0.00
104.24.37.47,4,3,0.25,232.62,0.00
104.25.227.17,4,3,0.25,232.86,0.00
104.27.82.124,4,3,0.25,233.00,0.00
104.27.81.226,4,3,0.25,233.00,0.00
104.22.6.182,4,3,0.25,233.01,0.00
104.24.236.121,4,3,0.25,233.16,0.00
104.25.142.175,4,3,0.25,233.32,0.00
104.20.29.159,4,3,0.25,233.79,0.00
104.24.235.41,4,3,0.25,234.31,0.00
104.27.86.145,4,3,0.25,234.39,0.00
104.24.63.116,4,3,0.25,234.49,0.00
104.27.102.115,4,3,0.25,234.49,0.00
104.24.228.27,4,3,0.25,234.50,0.00
104.25.191.131,4,3,0.25,235.06,0.00
104.20.196.29,4,3,0.25,235.17,0.00
104.25.186.228,4,3,0.25,235.38,0.00
104.20.60.173,4,3,0.25,235.42,0.00
104.24.72.235,4,3,0.25,235.86,0.00
104.20.228.148,4,3,0.25,236.23,0.00
104.25.8.59,4,3,0.25,236.48,0.00
104.23.123.68,4,3,0.25,236.88,0.00
104.24.135.94,4,3,0.25,236.89,0.00
104.25.252.228,4,3,0.25,237.21,0.00
104.22.4.66,4,3,0.25,237.33,0.00
104.20.108.158,4,3,0.25,237.98,0.00
104.27.14.59,4,3,0.25,238.91,0.00
104.24.231.37,4,3,0.25,239.28,0.00
104.20.47.209,4,3,0.25,239.60,0.00
104.25.121.161,4,3,0.25,240.67,0.00
104.20.181.193,4,3,0.25,241.86,0.00
104.24.130.164,4,3,0.25,242.73,0.00
104.24.39.25,4,3,0.25,243.02,0.00
104.20.44.144,4,3,0.25,245.06,0.00
104.23.134.214,4,3,0.25,251.64,0.00
104.17.123.222,4,2,0.50,150.19,0.00
104.17.198.45,4,2,0.50,150.65,0.00
104.18.52.123,4,2,0.50,150.91,0.00
104.19.201.236,4,2,0.50,152.06,0.00
104.17.100.160,4,2,0.50,152.73,0.00
104.18.207.58,4,2,0.50,153.11,0.00
104.17.4.100,4,2,0.50,154.10,0.00
104.18.198.197,4,2,0.50,155.11,0.00
104.19.110.171,4,2,0.50,155.70,0.00
104.19.229.25,4,2,0.50,156.19,0.00
104.18.3.129,4,2,0.50,156.65,0.00
104.18.65.16,4,2,0.50,156.81,0.00
104.19.71.52,4,2,0.50,157.03,0.00
104.17.249.46,4,2,0.50,157.45,0.00
104.19.152.232,4,2,0.50,157.56,0.00
104.18.236.157,4,2,0.50,157.91,0.00
104.17.114.39,4,2,0.50,158.06,0.00
104.17.110.5,4,2,0.50,158.10,0.00
104.17.0.211,4,2,0.50,158.66,0.00
104.17.105.220,4,2,0.50,158.73,0.00
104.19.226.253,4,2,0.50,158.79,0.00
104.19.168.206,4,2,0.50,159.08,0.00
104.17.5.67,4,2,0.50,159.61,0.00
104.16.214.187,4,2,0.50,159.84,0.00
104.17.247.196,4,2,0.50,160.03,0.00
104.18.142.246,4,2,0.50,160.08,0.00
104.18.37.196,4,2,0.50,160.14,0.00
104.17.109.149,4,2,0.50,160.19,0.00
104.19.199.152,4,2,0.50,160.31,0.00
104.17.111.54,4,2,0.50,160.31,0.00
104.18.34.112,4,2,0.50,160.45,0.00
104.18.35.80,4,2,0.50,160.72,0.00
104.19.202.189,4,2,0.50,160.75,0.00
104.18.22.233,4,2,0.50,160.93,0.00
104.16.216.104,4,2,0.50,161.12,0.00
104.18.224.234,4,2,0.50,161.16,0.00
104.19.237.210,4,2,0.50,161.21,0.00
104.18.21.87,4,2,0.50,161.34,0.00
104.18.117.230,4,2,0.50,161.72,0.00
104.16.221.119,4,2,0.50,161.74,0.00
104.17.1.36,4,2,0.50,161.76,0.00
104.17.79.98,4,2,0.50,162.11,0.00
104.17.170.123,4,2,0.50,162.18,0.00
104.17.196.213,4,2,0.50,162.33,0.00
104.19.53.100,4,2,0.50,162.41,0.00
104.17.97.205,4,2,0.50,162.49,0.00
104.17.210.239,4,2,0.50,162.58,0.00
104.19.112.240,4,2,0.50,162.80,0.00
104.18.60.18,4,2,0.50,163.19,0.00
104.17.106.105,4,2,0.50,163.49,0.00
104.21.227.93,4,2,0.50,163.92,0.00
104.17.108.155,4,2,0.50,164.03,0.00
104.16.37.139,4,2,0.50,164.07,0.00
104.19.113.208,4,2,0.50,164.64,0.00
104.17.178.151,4,2,0.50,164.69,0.00
104.18.203.6,4,2,0.50,165.03,0.00
104.22.49.187,4,2,0.50,165.47,0.00
104.19.156.157,4,2,0.50,165.56,0.00
104.16.208.151,4,2,0.50,165.70,0.00
104.16.213.194,4,2,0.50,165.71,0.00
104.18.36.167,4,2,0.50,165.72,0.00
104.22.28.45,4,2,0.50,165.73,0.00
104.18.33.192,4,2,0.50,165.80,0.00
104.19.203.224,4,2,0.50,166.07,0.00
104.16.222.186,4,2,0.50,166.09,0.00
104.18.208.49,4,2,0.50,166.14,0.00
104.18.90.120,4,2,0.50,166.37,0.00
104.18.19.237,4,2,0.50,166.48,0.00
104.22.30.173,4,2,0.50,166.76,0.00
104.18.17.148,4,2,0.50,166.80,0.00
104.17.70.69,4,2,0.50,166.84,0.00
104.18.25.109,4,2,0.50,167.00,0.00
104.16.215.74,4,2,0.50,167.42,0.00
104.18.172.47,4,2,0.50,167.60,0.00
104.17.63.23,4,2,0.50,167.70,0.00
104.19.93.55,4,2,0.50,168.09,0.00
104.18.28.174,4,2,0.50,169.25,0.00
104.19.111.164,4,2,0.50,169.39,0.00
104.17.9.137,4,2,0.50,169.69,0.00
104.18.226.17,4,2,0.50,170.56,0.00
104.17.7.208,4,2,0.50,170.61,0.00
104.16.219.174,4,2,0.50,170.62,0.00
104.17.248.44,4,2,0.50,170.77,0.00
104.19.49.56,4,2,0.50,171.22,0.00
104.16.180.89,4,2,0.50,171.73,0.00
104.16.196.115,4,2,0.50,171.73,0.00
104.16.169.130,4,2,0.50,171.85,0.00
104.16.179.140,4,2,0.50,171.85,0.00
104.16.160.201,4,2,0.50,171.85,0.00
104.19.5.76,4,2,0.50,171.86,0.00
104.18.206.59,4,2,0.50,171.91,0.00
104.18.230.254,4,2,0.50,171.93,0.00
104.16.193.160,4,2,0.50,172.30,0.00
104.16.198.162,4,2,0.50,172.55,0.00
104.19.10.118,4,2,0.50,172.60,0.00
104.16.174.17,4,2,0.50,172.67,0.00
104.16.191.22,4,2,0.50,172.67,0.00
104.16.4.254,4,2,0.50,172.99,0.00
104.18.93.127,4,2,0.50,173.13,0.00
104.16.12.252,4,2,0.50,173.18,0.00
104.17.148.181,4,2,0.50,174.04,0.00
104.19.169.176,4,2,0.50,175.90,0.00
104.22.27.2,4,2,0.50,175.95,0.00
104.22.54.55,4,2,0.50,176.11,0.00
104.17.188.20,4,2,0.50,176.14,0.00
104.17.96.41,4,2,0.50,177.18,0.00
104.22.26.11,4,2,0.50,178.05,0.00
104.19.243.71,4,2,0.50,178.87,0.00
104.16.121.11,4,2,0.50,178.90,0.00
104.17.192.6,4,2,0.50,179.15,0.00
104.16.194.74,4,2,0.50,179.16,0.00
104.16.175.136,4,2,0.50,179.29,0.00
104.16.58.161,4,2,0.50,179.40,0.00
104.16.164.98,4,2,0.50,179.58,0.00
104.16.120.15,4,2,0.50,179.70,0.00
104.16.172.64,4,2,0.50,179.84,0.00
104.16.168.1,4,2,0.50,179.84,0.00
104.16.66.215,4,2,0.50,179.84,0.00
104.16.68.242,4,2,0.50,180.10,0.00
104.19.248.100,4,2,0.50,180.21,0.00
104.16.254.234,4,2,0.50,180.43,0.00
104.16.163.151,4,2,0.50,180.82,0.00
104.16.50.19,4,2,0.50,181.09,0.00
104.22.63.65,4,2,0.50,181.77,0.00
104.16.94.246,4,2,0.50,181.92,0.00
104.16.161.79,4,2,0.50,182.05,0.00
104.16.84.238,4,2,0.50,183.36,0.00
104.16.55.36,4,2,0.50,183.36,0.00
104.16.48.150,4,2,0.50,183.46,0.00
104.16.102.106,4,2,0.50,184.31,0.00
104.16.8.66,4,2,0.50,184.36,0.00
104.16.142.167,4,2,0.50,185.41,0.00
104.16.199.5,4,2,0.50,185.53,0.00
104.16.197.159,4,2,0.50,185.55,0.00
104.16.77.72,4,2,0.50,185.56,0.00
104.16.185.158,4,2,0.50,185.83,0.00
104.18.225.69,4,2,0.50,185.83,0.00
104.16.67.138,4,2,0.50,185.83,0.00
104.18.254.7,4,2,0.50,185.95,0.00
104.16.122.149,4,2,0.50,186.08,0.00
104.16.5.243,4,2,0.50,186.52,0.00
104.16.159.246,4,2,0.50,186.71,0.00
104.16.9.133,4,2,0.50,186.77,0.00
104.19.0.85,4,2,0.50,186.95,0.00
104.18.205.49,4,2,0.50,187.51,0.00
104.16.255.149,4,2,0.50,187.74,0.00
104.22.60.159,4,2,0.50,187.76,0.00
104.22.29.123,4,2,0.50,187.97,0.00
104.16.110.29,4,2,0.50,189.10,0.00
104.16.78.176,4,2,0.50,189.11,0.00
104.16.57.60,4,2,0.50,189.18,0.00
104.16.184.14,4,2,0.50,190.62,0.00
104.16.54.166,4,2,0.50,190.76,0.00
104.16.167.237,4,2,0.50,191.36,0.00
104.16.49.2,4,2,0.50,191.54,0.00
104.16.124.20,4,2,0.50,191.61,0.00
104.16.13.106,4,2,0.50,192.05,0.00
104.16.171.71,4,2,0.50,192.05,0.00
104.16.165.236,4,2,0.50,192.78,0.00
104.16.143.204,4,2,0.50,192.88,0.00
104.18.250.88,4,2,0.50,194.32,0.00
104.16.188.127,4,2,0.50,196.90,0.00
104.16.75.238,4,2,0.50,196.92,0.00
104.16.1.120,4,2,0.50,197.07,0.00
104.21.46.90,4,2,0.50,204.88,0.00
104.21.223.87,4,2,0.50,204.99,0.00
104.21.219.203,4,2,0.50,205.22,0.00
104.21.119.52,4,2,0.50,205.54,0.00
104.21.79.230,4,2,0.50,206.28,0.00
104.21.126.119,4,2,0.50,207.11,0.00
104.16.87.121,4,2,0.50,207.99,0.00
104.21.80.61,4,2,0.50,208.74,0.00
104.21.117.218,4,2,0.50,208.78,0.00
104.16.60.159,4,2,0.50,208.96,0.00
104.21.88.82,4,2,0.50,209.00,0.00
104.21.29.133,4,2,0.50,211.14,0.00
104.27.63.209,4,2,0.50,212.76,0.00
104.21.90.26,4,2,0.50,213.22,0.00
104.21.45.100,4,2,0.50,213.85,0.00
104.16.137.101,4,2,0.50,214.37,0.00
104.25.237.86,4,2,0.50,214.45,0.00
104.16.106.184,4,2,0.50,214.62,0.00
104.24.12.38,4,2,0.50,214.91,0.00
104.21.91.23,4,2,0.50,215.16,0.00
104.25.209.17,4,2,0.50,215.20,0.00
104.27.12.220,4,2,0.50,216.29,0.00
104.21.43.236,4,2,0.50,216.63,0.00
104.20.79.99,4,2,0.50,216.65,0.00
104.25.69.172,4,2,0.50,216.75,0.00
104.21.44.59,4,2,0.50,217.25,0.00
104.25.111.32,4,2,0.50,217.49,0.00
104.25.68.193,4,2,0.50,217.51,0.00
104.16.27.62,4,2,0.50,217.76,0.00
104.20.218.67,4,2,0.50,218.03,0.00
104.21.123.82,4,2,0.50,218.63,0.00
104.24.145.185,4,2,0.50,218.74,0.00
104.23.106.125,4,2,0.50,219.06,0.00
104.25.128.117,4,2,0.50,219.13,0.00
104.21.77.84,4,2,0.50,219.14,0.00
104.24.241.211,4,2,0.50,219.29,0.00
104.27.108.202,4,2,0.50,219.81,0.00
104.24.71.145,4,2,0.50,219.92,0.00
104.20.63.37,4,2,0.50,220.10,0.00
104.20.67.40,4,2,0.50,220.21,0.00
104.27.16.174,4,2,0.50,220.37,0.00
104.27.126.78,4,2,0.50,220.60,0.00
104.24.92.168,4,2,0.50,220.68,0.00
